"IN FRONT OF SBM BADAMI, IN FRONT OF SBM BADAMI",7,2016
"Badami Banashankari Roda Kalidas Collage Badami, Badami Banashankari Roda Kalidas Collage Badami",7,2016
"In Bhimavva Petrol Pump of Kulgeri Cross, In Bhimavva Petrol Pump of Kulgeri Cross",7,2016
"Infront of Complainants hotel Banashankari, Infront of Complainants hotel Banashankari",7,2016
"In Hire Nasabi Cross, In Hire Nasabi Cross",8,2016
"In Hebballi Village, In Hebballi Village",8,2016
"In Ganapati Cross of Cholachgudda Village, In Ganapati Cross of Cholachgudda Village",8,2016
"Near Narasapur Village, Near Narasapur Village",9,2016
"In Front of Banashankari hotel Badami, In Front of Banashankari hotel Badami",10,2016
"Near Govt Hospital Badami, Near Govt Hospital Badami",10,2016
"HANAPUR CROSSE NANDIKESHWAR, HANAPUR CROSSE NANDIKESHWAR",11,2016
"NEAR CHOLACHAGUDDA VILLAGE, NEAR CHOLACHAGUDDA VILLAGE",11,2016
"INFRONT OF BANASHANKARI TRUST OFFICE, INFRONT OF BANASHANKARI TRUST OFFICE",11,2016
"Near Lakhamapr Village, Near Lakhamapr Village",11,2016
"In Front of Complainanat house of Hiremuchalagudda, In Front of Complainanat house of Hiremuchalagudda",12,2016
"NEAR HEBBALLI BUS STOP, NEAR HEBBALLI BUS STOP",12,2016
"CHALUKYA NAGAR BADAMI, CHALUKYA NAGAR BADAMI",1,2017
"ADAGAL VILLAGE, ADAGAL VILLAGE",1,2017
"BRAHMANAND TEMPLE GOVINAKOPPA, BRAHMANAND TEMPLE GOVINAKOPPA",1,2017
"BRAHMANAND TEMPLE GOVANAKOPPA, BRAHMANAND TEMPLE GOVANAKOPPA",1,2017
"ASHRAY COLONY BADAMI, ASHRAY COLONY BADAMI",3,2017
"BADAMI BUS STAND, BADAMI BUS STAND",4,2017
"Huligemman Kolla of B.N Jalihal, Huligemman Kolla of B.N Jalihal",11,2017
"DHANUSH PETROL PUMP HALAKURKI, DHANUSH PETROL PUMP HALAKURKI",12,2017
"In Goudappa Balaganur's Field of Muttalageri, In Goudappa Balaganur's Field of Muttalageri",1,2018
"RAMADURGA CROSS IN BADAMI, RAMADURGA CROSS IN BADAMI",2,2018
"INFRONR OF GURU SADASHIVA BANK BADAMI, INFRONR OF GURU SADASHIVA BANK BADAMI",2,2018
"In Badami Bus Stand, In Badami Bus Stand",3,2018
"In Neelagund Village, In Neelagund Village",4,2018
"Near Hosur cross Jalihal, Near Hosur cross Jalihal",4,2018
"BADAMI BUS STOP, BADAMI BUS STOP",4,2018
"NAGARAL VILLAGE, NAGARAL VILLAGE",6,2018
"Near Malaprabha River of Cholachagudda, Near Malaprabha River of Cholachagudda",7,2018
"Narasapur Road, Narasapur Road",7,2018
"BADAMI COURT, BADAMI COURT",7,2018
"Cholachagudda Village, Cholachagudda Village",8,2018
"Near Kittali Village, Near Kittali Village",8,2018
"KITTALI LIMITS, KITTALI LIMITS",9,2018
"KITTALI LIMITS, KITTALI LIMITS",9,2018
"BELUR VILLAGE, BELUR VILLAGE",10,2018
"GANAPATI CROSS CHOLACHAGUDDA VILLAGE, GANAPATI CROSS CHOLACHAGUDDA VILLAGE",10,2018
"JAKANUR ARILWAY STATION IN COMPLAINANT FIELD, JAKANUR ARILWAY STATION IN COMPLAINANT FIELD",10,2018
"In Hebballi KEB, In Hebballi KEB",10,2018
"In Kulageri Cross, In Kulageri Cross",11,2018
"Malaprbha River Near Taminal Village, Malaprbha River Near Taminal Village",11,2018
"In Anand Nagar Badami, In Anand Nagar Badami",2,2019
"IN BADAMI BUS STAND, IN BADAMI BUS STAND",3,2019
