"AT ACCUSED HOUSE, KAMALAMMA COMPOUND, NEAR RK, AT ACCUSED HOUSE, KAMALAMMA COMPOUND, NEAR RK",11,2020
"In Accused House Bedroom, Behind CSI Teluguchurch, In Accused House Bedroom, Behind CSI Teluguchurch",12,2020
"AT COMPLAINANT FATHERS HOUSE, GUGGARATTI , BLY, AT COMPLAINANT FATHERS HOUSE, GUGGARATTI , BLY",1,2021
"AT DESERTED  AREA, BEHIND BITM COLLEGE, AT DESERTED  AREA, BEHIND BITM COLLEGE",1,2021
"AT BALA RESIDENCY PARVATHI NAGAR, AND, AT BALA RESIDENCY PARVATHI NAGAR, AND",6,2021
"In the accoused's room vidyanagar, In the accoused's room vidyanagar",6,2022
"AT SHED, NEAR AC GODOWN,, AT SHED, NEAR AC GODOWN,",9,2022
"AT ACCUSED ROOM,  SREERAMPURA COLONY, AT ACCUSED ROOM,  SREERAMPURA COLONY",12,2022
"In the  Accuse house,H.no.11 Gandhinagar,BALLARI, In the  Accuse house,H.no.11 Gandhinagar,BALLARI",12,2022
"Near Complainant house, Radio park, Near Complainant house, Radio park",8,2023
"At Old house, Near Bypass, Hosapete Road, At Old house, Near Bypass, Hosapete Road",9,2023
"At Complainanat House, 2nd ward, Near, At Complainanat House, 2nd ward, Near",10,2023
"Near S.G.R.C.M Collage, Ballari City &, Near S.G.R.C.M Collage, Ballari City &",10,2023
"Near B.I.T.M College Old House and At Accused, Near B.I.T.M College Old House and At Accused",2,2024
"Under the Heremore Railway Bridge, Near Mubarak, Under the Heremore Railway Bridge, Near Mubarak",3,2016
"In the Complainant Bed Room, Hampi Virupakeshwara, In the Complainant Bed Room, Hampi Virupakeshwara",4,2016
"Halla, Beside Hirunaik Field, Halla, Beside Hirunaik Field",6,2016
"Opp Varabasappa Temple Opne Filed Rupanagudi Road, Opp Varabasappa Temple Opne Filed Rupanagudi Road",6,2020
"Halukundi Village, Halukundi Village",10,2016
"Srirampura Colony, Srirampura Colony",3,2017
"NEAR BATH ROOM VICTIMS HOUSE THUMBARGUDDI VILLAGE, NEAR BATH ROOM VICTIMS HOUSE THUMBARGUDDI VILLAGE",2,2022
"In Accused Rent House, Near Janda Katte, In Accused Rent House, Near Janda Katte",4,2016
"Complainant House, Kurekuppa Village, Complainant House, Kurekuppa Village",4,2019
"FROM COMPLAINANT HOUSE BALLARI  AND ADONI, FROM COMPLAINANT HOUSE BALLARI  AND ADONI",12,2016
"Near Sugur venkatreddy land, Near Sugur venkatreddy land",9,2023
"Near Jambe Tree , Agriculture Office  Road kampli, Near Jambe Tree , Agriculture Office  Road kampli",6,2017
"Near Shivamurthi Circle, hidden Place, Near Shivamurthi Circle, hidden Place",10,2023
"OUT SIDE OF THE HOSDAROJI VILLAGE, OUT SIDE OF THE HOSDAROJI VILLAGE",2,2019
"BASAVARAJA FILED ,  BEHIND KPTCL , KUDUTHINI, BASAVARAJA FILED ,  BEHIND KPTCL , KUDUTHINI",3,2021
"IN COMPLAINANT HUT, IN COMPLAINANT HUT",10,2016
"IN COMPLANANT HOUSE, IN COMPLANANT HOUSE",12,2016
"INSIDE COMPLAINANT HOUSE, 1 ST WARD, INSIDE COMPLAINANT HOUSE, 1 ST WARD",3,2021
"HARIJANA COLONY, HARIJANA COLONY",2,2023
"IN FRONT OF CHANNABASAVESHWARA TEMPLE, IN FRONT OF CHANNABASAVESHWARA TEMPLE",11,2023
"in complainat house, in complainat house",4,2016
"Complainent house Ashraya Colony Doulatpur road, Complainent house Ashraya Colony Doulatpur road",8,2016
"Sandur A,P,M,C, Sandur A,P,M,C",6,2019
"VENKATAGIRI VILLEGE, VENKATAGIRI VILLEGE",5,2023
